Suburb,Rooms,Type,Price,Date,Regionname,Distance,CouncilArea
"Kew",3,"u",830000,"1/04/2017","Southern Metropolitan",5.4,"Boroondara City Council"
"Kew East",4,"h",1770000,"1/04/2017","Southern Metropolitan",7.3,"Boroondara City Council"
"Keysborough",3,"h",600000,"1/04/2017","South-Eastern Metropolitan",25.2,"Greater Dandenong City Council"
"Lalor",3,"h",592000,"1/04/2017","Northern Metropolitan",16.3,"Whittlesea City Council"
"MacLeod",4,"h",1120000,"1/04/2017","Northern Metropolitan",12.7,"Banyule City Council"
"MacLeod",3,"u",710000,"1/04/2017","Northern Metropolitan",12.7,"Banyule City Council"
"MacLeod",3,"h",915000,"1/04/2017","Northern Metropolitan",12.7,"Banyule City Council"
"Malvern",1,"u",360000,"1/04/2017","Southern Metropolitan",5.9,"Stonnington City Council"
"Malvern",4,"h",2400000,"1/04/2017","Southern Metropolitan",5.9,"Stonnington City Council"
"Malvern",3,"h",1350000,"1/04/2017","Southern Metropolitan",5.9,"Stonnington City Council"
"Malvern",1,"u",450000,"1/04/2017","Southern Metropolitan",5.9,"Stonnington City Council"
"Malvern East",3,"h",2000000,"1/04/2017","Southern Metropolitan",8.4,"Stonnington City Council"
"Malvern East",3,"t",1150000,"1/04/2017","Southern Metropolitan",8.4,"Stonnington City Council"
"Maribyrnong",3,"h",813000,"1/04/2017","Western Metropolitan",4.3,"Maribyrnong City Council"
"Maribyrnong",2,"u",330000,"1/04/2017","Western Metropolitan",4.3,"Maribyrnong City Council"
"Maribyrnong",5,"h",1425000,"1/04/2017","Western Metropolitan",4.3,"Maribyrnong City Council"
"McKinnon",3,"u",875000,"1/04/2017","Southern Metropolitan",11.4,"Glen Eira City Council"
"McKinnon",2,"h",1265000,"1/04/2017","Southern Metropolitan",11.4,"Glen Eira City Council"
"McKinnon",3,"h",1200000,"1/04/2017","Southern Metropolitan",11.4,"Glen Eira City Council"
"Meadow Heights",3,"h",520000,"1/04/2017","Northern Metropolitan",17.4,"Hume City Council"
"Melbourne",2,"u",605000,"1/04/2017","Northern Metropolitan",0,"Melbourne City Council"
"Melbourne",2,"u",649000,"1/04/2017","Northern Metropolitan",0,"Melbourne City Council"
"Melbourne",1,"u",440000,"1/04/2017","Northern Metropolitan",0,"Melbourne City Council"
"Melton",3,"h",431000,"1/04/2017","Western Victoria",31.7,"Melton City Council"
"Mentone",4,"h",1300000,"1/04/2017","South-Eastern Metropolitan",20,"Kingston City Council"
"Mentone",1,"u",337000,"1/04/2017","South-Eastern Metropolitan",20,"Kingston City Council"
"Mernda",4,"h",525500,"1/04/2017","Northern Metropolitan",25.9,"Whittlesea City Council"
"Middle Park",2,"u",800000,"1/04/2017","Southern Metropolitan",3,"Port Phillip City Council"
"Mill Park",3,"h",425000,"1/04/2017","Northern Metropolitan",17.9,"Whittlesea City Council"
"Mill Park",3,"h",595500,"1/04/2017","Northern Metropolitan",17.9,"Whittlesea City Council"
"Mill Park",3,"h",660000,"1/04/2017","Northern Metropolitan",17.9,"Whittlesea City Council"
"Mitcham",3,"h",1300000,"1/04/2017","Eastern Metropolitan",17.2,"Whitehorse City Council"
"Montmorency",3,"h",820000,"1/04/2017","Eastern Metropolitan",16.2,"Banyule City Council"
"Montmorency",3,"h",725000,"1/04/2017","Eastern Metropolitan",16.2,"Banyule City Council"
"Moonee Ponds",2,"h",1180000,"1/04/2017","Western Metropolitan",6.2,"Moonee Valley City Council"
"Moonee Ponds",2,"h",910000,"1/04/2017","Western Metropolitan",6.2,"Moonee Valley City Council"
"Moonee Ponds",3,"h",887500,"1/04/2017","Western Metropolitan",6.2,"Moonee Valley City Council"
"Moonee Ponds",3,"h",1143000,"1/04/2017","Western Metropolitan",6.2,"Moonee Valley City Council"
"Moonee Ponds",3,"h",1117500,"1/04/2017","Western Metropolitan",6.2,"Moonee Valley City Council"
"Moonee Ponds",3,"h",1330000,"1/04/2017","Western Metropolitan",6.2,"Moonee Valley City Council"
"Moorabbin",2,"h",800000,"1/04/2017","Southern Metropolitan",14.3,"Kingston City Council"
"Moorabbin",5,"h",1410000,"1/04/2017","Southern Metropolitan",14.3,"Kingston City Council"
"Moorabbin",1,"t",457500,"1/04/2017","Southern Metropolitan",14.3,"Kingston City Council"
"Mooroolbark",3,"h",778000,"1/04/2017","Eastern Victoria",26.5,"Yarra Ranges Shire Council"
"Mordialloc",3,"t",822000,"1/04/2017","South-Eastern Metropolitan",21.5,"Kingston City Council"
"Mordialloc",3,"h",895000,"1/04/2017","South-Eastern Metropolitan",21.5,"Kingston City Council"
"Mordialloc",4,"h",1300000,"1/04/2017","South-Eastern Metropolitan",21.5,"Kingston City Council"
"Mount Waverley",2,"u",568888,"1/04/2017","Eastern Metropolitan",14.2,"Monash City Council"
"Mount Waverley",5,"h",3105000,"1/04/2017","Eastern Metropolitan",14.2,"Monash City Council"
"Mount Waverley",4,"h",1500000,"1/04/2017","Eastern Metropolitan",14.2,"Monash City Council"
"Mount Waverley",3,"t",1030000,"1/04/2017","Eastern Metropolitan",14.2,"Monash City Council"
"Mount Waverley",4,"h",1275000,"1/04/2017","Eastern Metropolitan",14.2,"Monash City Council"
"Mount Waverley",3,"h",1360000,"1/04/2017","Eastern Metropolitan",14.2,"Monash City Council"
"Mount Waverley",4,"h",980000,"1/04/2017","Eastern Metropolitan",14.2,"Monash City Council"
"Mount Waverley",5,"h",1601000,"1/04/2017","Eastern Metropolitan",14.2,"Monash City Council"
"Mount Waverley",4,"h",1780000,"1/04/2017","Eastern Metropolitan",14.2,"Monash City Council"
"Mulgrave",3,"h",630000,"1/04/2017","South-Eastern Metropolitan",18.8,"Monash City Council"
"Mulgrave",4,"h",925000,"1/04/2017","South-Eastern Metropolitan",18.8,"Monash City Council"
"Mulgrave",3,"h",868000,"1/04/2017","South-Eastern Metropolitan",18.8,"Monash City Council"
"Mulgrave",5,"h",880000,"1/04/2017","South-Eastern Metropolitan",18.8,"Monash City Council"
"Mulgrave",3,"h",920000,"1/04/2017","South-Eastern Metropolitan",18.8,"Monash City Council"
"Murrumbeena",4,"h",1550000,"1/04/2017","Southern Metropolitan",10.1,"Glen Eira City Council"
"Murrumbeena",2,"u",720000,"1/04/2017","Southern Metropolitan",10.1,"Glen Eira City Council"
"Murrumbeena",2,"u",586500,"1/04/2017","Southern Metropolitan",10.1,"Glen Eira City Council"
"Narre Warren",3,"h",551000,"1/04/2017","South-Eastern Metropolitan",34.1,"Casey City Council"
"Narre Warren",4,"h",510000,"1/04/2017","South-Eastern Metropolitan",34.1,"Casey City Council"
"Newport",2,"h",1032000,"1/04/2017","Western Metropolitan",6.2,"Hobsons Bay City Council"
"Newport",3,"h",1270000,"1/04/2017","Western Metropolitan",6.2,"Hobsons Bay City Council"
"Noble Park",4,"h",710000,"1/04/2017","South-Eastern Metropolitan",22.7,"Greater Dandenong City Council"
"North Melbourne",6,"h",1815000,"1/04/2017","Northern Metropolitan",1.8,"Melbourne City Council"
"North Melbourne",1,"u",420000,"1/04/2017","Northern Metropolitan",1.8,"Melbourne City Council"
"Northcote",2,"h",1200000,"1/04/2017","Northern Metropolitan",5.3,"Darebin City Council"
"Northcote",1,"u",345000,"1/04/2017","Northern Metropolitan",5.3,"Darebin City Council"
"Northcote",3,"t",1075000,"1/04/2017","Northern Metropolitan",5.3,"Darebin City Council"
"Northcote",3,"h",1332000,"1/04/2017","Northern Metropolitan",5.3,"Darebin City Council"
"Nunawading",3,"h",685000,"1/04/2017","Eastern Metropolitan",15.4,"Manningham City Council"
"Nunawading",3,"h",1185000,"1/04/2017","Eastern Metropolitan",15.4,"Manningham City Council"
"Nunawading",3,"h",806000,"1/04/2017","Eastern Metropolitan",15.4,"Manningham City Council"
"Oak Park",3,"h",857000,"1/04/2017","Northern Metropolitan",11.2,"Moreland City Council"
"Oak Park",4,"h",945000,"1/04/2017","Northern Metropolitan",11.2,"Moreland City Council"
"Oakleigh",4,"t",986000,"1/04/2017","Southern Metropolitan",12.3,"Monash City Council"
"Oakleigh South",2,"h",1120000,"1/04/2017","South-Eastern Metropolitan",15.5,"Kingston City Council"
"Oakleigh South",3,"u",710000,"1/04/2017","South-Eastern Metropolitan",15.5,"Kingston City Council"
"Ormond",2,"u",420000,"1/04/2017","Southern Metropolitan",11.4,"Glen Eira City Council"
"Ormond",2,"u",490000,"1/04/2017","Southern Metropolitan",11.4,"Glen Eira City Council"
"Ormond",3,"t",1100000,"1/04/2017","Southern Metropolitan",11.4,"Glen Eira City Council"
"Pakenham",3,"h",378000,"1/04/2017","Eastern Victoria",47.3,"Cardinia Shire Council"
"Parkdale",3,"h",1260000,"1/04/2017","South-Eastern Metropolitan",21.5,"Kingston City Council"
"Parkdale",3,"h",1200000,"1/04/2017","South-Eastern Metropolitan",21.5,"Kingston City Council"
"Parkdale",2,"u",669000,"1/04/2017","South-Eastern Metropolitan",21.5,"Kingston City Council"
"Parkville",1,"u",668000,"1/04/2017","Northern Metropolitan",1.8,"Melbourne City Council"
"Pascoe Vale",4,"h",945000,"1/04/2017","Northern Metropolitan",8.5,"Moreland City Council"
"Pascoe Vale",2,"t",650000,"1/04/2017","Northern Metropolitan",8.5,"Moreland City Council"
"Pascoe Vale",4,"h",1510000,"1/04/2017","Northern Metropolitan",8.5,"Moreland City Council"
"Pascoe Vale",2,"t",522000,"1/04/2017","Northern Metropolitan",8.5,"Moreland City Council"
"Pascoe Vale",3,"u",760000,"1/04/2017","Northern Metropolitan",8.5,"Moreland City Council"
"Pascoe Vale",3,"h",930000,"1/04/2017","Northern Metropolitan",8.5,"Moreland City Council"
"Patterson Lakes",3,"t",645000,"1/04/2017","South-Eastern Metropolitan",31.2,"Kingston City Council"
"Point Cook",3,"h",641000,"1/04/2017","Western Metropolitan",14.7,"Wyndham City Council"
"Point Cook",4,"h",720000,"1/04/2017","Western Metropolitan",14.7,"Wyndham City Council"
"Port Melbourne",2,"u",625000,"1/04/2017","Southern Metropolitan",3.5,"Melbourne City Council"
"Port Melbourne",3,"h",1400000,"1/04/2017","Southern Metropolitan",3.5,"Melbourne City Council"
"Port Melbourne",4,"t",2090000,"1/04/2017","Southern Metropolitan",3.5,"Melbourne City Council"
"Port Melbourne",1,"u",505000,"1/04/2017","Southern Metropolitan",3.5,"Melbourne City Council"
"Port Melbourne",3,"h",1650000,"1/04/2017","Southern Metropolitan",3.5,"Melbourne City Council"
"Prahran",1,"u",311000,"1/04/2017","Southern Metropolitan",4.6,"Stonnington City Council"
"Prahran",2,"h",1325000,"1/04/2017","Southern Metropolitan",4.6,"Stonnington City Council"
"Prahran",2,"u",940000,"1/04/2017","Southern Metropolitan",4.6,"Stonnington City Council"
"Preston",3,"t",893000,"1/04/2017","Northern Metropolitan",8.4,"Darebin City Council"
"Preston",2,"u",410000,"1/04/2017","Northern Metropolitan",8.4,"Darebin City Council"
"Preston",3,"t",640000,"1/04/2017","Northern Metropolitan",8.4,"Darebin City Council"
"Preston",3,"h",1239500,"1/04/2017","Northern Metropolitan",8.4,"Darebin City Council"
"Preston",2,"h",530000,"1/04/2017","Northern Metropolitan",8.4,"Darebin City Council"
"Reservoir",3,"h",610000,"1/04/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",2,"h",710000,"1/04/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",1,"u",357500,"1/04/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",2,"u",560000,"1/04/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",2,"u",390000,"1/04/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",3,"h",700000,"1/04/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",2,"h",846000,"1/04/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",3,"h",500000,"1/04/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",5,"h",1100000,"1/04/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",2,"t",655000,"1/04/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",2,"h",520000,"1/04/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",3,"h",850000,"1/04/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",3,"h",886500,"1/04/2017","Northern Metropolitan",12,"Darebin City Council"
"Richmond",2,"h",1110000,"1/04/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",2,"u",906000,"1/04/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",2,"t",1100000,"1/04/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",2,"u",610000,"1/04/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",1,"u",550000,"1/04/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",2,"u",514500,"1/04/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",3,"h",1619000,"1/04/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Riddells Creek",3,"h",410000,"1/04/2017","Northern Victoria",47.4,"Macedon Ranges Shire Council"
"Ringwood",3,"h",739000,"1/04/2017","Eastern Metropolitan",19.9,"Maroondah City Council"
"Ringwood East",4,"h",901000,"1/04/2017","Eastern Metropolitan",21.3,"Maroondah City Council"
"Ringwood East",3,"h",700000,"1/04/2017","Eastern Metropolitan",21.3,"Maroondah City Council"
"Ringwood North",3,"h",805000,"1/04/2017","Eastern Metropolitan",19.9,"Manningham City Council"
"Rowville",4,"h",868200,"1/04/2017","South-Eastern Metropolitan",23.5,"Knox City Council"
"Roxburgh Park",4,"h",462000,"1/04/2017","Northern Metropolitan",20.6,"Hume City Council"
"Roxburgh Park",4,"h",448000,"1/04/2017","Northern Metropolitan",20.6,"Hume City Council"
"Roxburgh Park",3,"h",393500,"1/04/2017","Northern Metropolitan",20.6,"Hume City Council"
"Sandringham",3,"h",1450000,"1/04/2017","Southern Metropolitan",15.2,"Bayside City Council"
"Scoresby",3,"h",821000,"1/04/2017","Eastern Metropolitan",22.2,"Knox City Council"
"Seaford",4,"h",701000,"1/04/2017","South-Eastern Metropolitan",35.4,"Frankston City Council"
"Seddon",3,"h",865500,"1/04/2017","Western Metropolitan",5.1,"Maribyrnong City Council"
"Seddon",2,"u",362000,"1/04/2017","Western Metropolitan",5.1,"Maribyrnong City Council"
"South Melbourne",2,"u",651000,"1/04/2017","Southern Metropolitan",1.9,"Port Phillip City Council"
"South Morang",4,"h",711000,"1/04/2017","Northern Metropolitan",20.5,"Whittlesea City Council"
"South Morang",4,"h",560000,"1/04/2017","Northern Metropolitan",20.5,"Whittlesea City Council"
"South Morang",3,"t",387000,"1/04/2017","Northern Metropolitan",20.5,"Whittlesea City Council"
"South Morang",5,"h",920000,"1/04/2017","Northern Metropolitan",20.5,"Whittlesea City Council"
"South Morang",4,"h",706000,"1/04/2017","Northern Metropolitan",20.5,"Whittlesea City Council"
"South Yarra",5,"h",5000000,"1/04/2017","Southern Metropolitan",2.7,"Melbourne City Council"
"South Yarra",1,"u",480000,"1/04/2017","Southern Metropolitan",2.7,"Melbourne City Council"
"South Yarra",2,"u",495000,"1/04/2017","Southern Metropolitan",2.7,"Melbourne City Council"
"South Yarra",2,"u",705000,"1/04/2017","Southern Metropolitan",2.7,"Melbourne City Council"
"South Yarra",1,"u",392000,"1/04/2017","Southern Metropolitan",2.7,"Melbourne City Council"
"Southbank",2,"u",630000,"1/04/2017","Southern Metropolitan",0.7,"Melbourne City Council"
"Spotswood",3,"t",667500,"1/04/2017","Western Metropolitan",6.2,"Hobsons Bay City Council"
"Springvale",3,"h",860000,"1/04/2017","South-Eastern Metropolitan",20.8,"Greater Dandenong City Council"
"St Albans",4,"h",860000,"1/04/2017","Western Metropolitan",14,"Brimbank City Council"
"St Albans",3,"h",610000,"1/04/2017","Western Metropolitan",14,"Brimbank City Council"
"St Albans",3,"h",605000,"1/04/2017","Western Metropolitan",14,"Brimbank City Council"
"St Albans",3,"h",645000,"1/04/2017","Western Metropolitan",14,"Brimbank City Council"
"St Albans",1,"h",1100000,"1/04/2017","Western Metropolitan",14,"Brimbank City Council"
"St Kilda",3,"u",640000,"1/04/2017","Southern Metropolitan",5,"Port Phillip City Council"
"St Kilda",2,"u",501500,"1/04/2017","Southern Metropolitan",5,"Port Phillip City Council"
"Strathmore",3,"t",890000,"1/04/2017","Western Metropolitan",8.2,"Moonee Valley City Council"
"Strathmore",4,"h",1301000,"1/04/2017","Western Metropolitan",8.2,"Moonee Valley City Council"
"Strathmore Heights",3,"h",900000,"1/04/2017","Western Metropolitan",8.2,"Moonee Valley City Council"
"Sunshine",3,"h",890000,"1/04/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine",2,"u",430000,"1/04/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine",3,"h",1200000,"1/04/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine",3,"h",612000,"1/04/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine North",3,"h",732000,"1/04/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine North",4,"h",861800,"1/04/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine West",4,"t",630000,"1/04/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Surrey Hills",5,"h",3250000,"1/04/2017","Southern Metropolitan",10.2,"Boroondara City Council"
"Surrey Hills",4,"h",1600000,"1/04/2017","Southern Metropolitan",10.2,"Boroondara City Council"
"Sydenham",5,"h",593000,"1/04/2017","Western Metropolitan",18,"Brimbank City Council"
"Sydenham",4,"h",547000,"1/04/2017","Western Metropolitan",18,"Brimbank City Council"
"Taylors Lakes",4,"h",645500,"1/04/2017","Western Metropolitan",15.5,"Brimbank City Council"
"Templestowe",5,"h",1952000,"1/04/2017","Eastern Metropolitan",15.5,"Manningham City Council"
"Templestowe",3,"h",1175000,"1/04/2017","Eastern Metropolitan",15.5,"Manningham City Council"
"Templestowe",4,"h",1750000,"1/04/2017","Eastern Metropolitan",15.5,"Manningham City Council"
"Templestowe",4,"h",1380000,"1/04/2017","Eastern Metropolitan",15.5,"Manningham City Council"
"Templestowe",3,"t",965000,"1/04/2017","Eastern Metropolitan",15.5,"Manningham City Council"
"Templestowe Lower",4,"h",1051888,"1/04/2017","Eastern Metropolitan",12.4,"Manningham City Council"
"Templestowe Lower",5,"h",1310000,"1/04/2017","Eastern Metropolitan",12.4,"Manningham City Council"
"Templestowe Lower",4,"h",1150000,"1/04/2017","Eastern Metropolitan",12.4,"Manningham City Council"
"Templestowe Lower",4,"h",1255000,"1/04/2017","Eastern Metropolitan",12.4,"Manningham City Council"
"Templestowe Lower",5,"h",1351000,"1/04/2017","Eastern Metropolitan",12.4,"Manningham City Council"
"Templestowe Lower",3,"h",1161500,"1/04/2017","Eastern Metropolitan",12.4,"Manningham City Council"
"Thomastown",3,"h",580000,"1/04/2017","Northern Metropolitan",15.3,"Whittlesea City Council"
"Thomastown",3,"h",745000,"1/04/2017","Northern Metropolitan",15.3,"Whittlesea City Council"
"Thomastown",3,"h",576000,"1/04/2017","Northern Metropolitan",15.3,"Whittlesea City Council"
"Thomastown",3,"u",517000,"1/04/2017","Northern Metropolitan",15.3,"Whittlesea City Council"
"Thomastown",3,"h",525000,"1/04/2017","Northern Metropolitan",15.3,"Whittlesea City Council"
"Thornbury",2,"h",1260000,"1/04/2017","Northern Metropolitan",7,"Darebin City Council"
"Thornbury",4,"h",1651118,"1/04/2017","Northern Metropolitan",7,"Darebin City Council"
"Toorak",2,"u",580000,"1/04/2017","Southern Metropolitan",4.1,"Stonnington City Council"
"Toorak",2,"u",1850000,"1/04/2017","Southern Metropolitan",4.1,"Stonnington City Council"
"Toorak",3,"u",855000,"1/04/2017","Southern Metropolitan",4.1,"Stonnington City Council"
"Toorak",3,"h",1600000,"1/04/2017","Southern Metropolitan",4.1,"Stonnington City Council"
